'CAUSE 1.0	K AH Z
SCANDINAVIAN 1.0	S K AE N D IH N EY V IY AH N
SCANDINAVIANS 1.0	S K AE N D IH N EY V IY AH N Z
SCANLAN 1.0	S K AE N L AH N
SCANLON 1.0	S K AE N L AH N
SCANNED 1.0	S K AE N D
SCANNER 1.0	S K AE N ER
SCANNERS 1.0	S K AE N ER Z
SCANNING 1.0	S K AE N IH NG
SCANS 1.0	S K AE N Z
SCANT 1.0	S K AE N T
SCANTILY 1.0	S K AE N T AH L IY
SCANTY 1.0	S K AE N T IY
SCAPE 1.0	S K EY P
SCAPEGOAT 1.0	S K EY P G OW T
SCAPEGOATING 1.0	S K EY P G OW T IH NG
SCAPEGOATS 1.0	S K EY P G OW T S
SCAR 1.0	S K AA R
SCARBOROUGH 1.0	S K AA R B ER OW
SCARCE 1.0	S K EH R S
SCARCELY 1.0	S K EH R S L IY
SCARCITY 1.0	S K EH R S IH T IY
SCARE 1.0	S K EH R
SCARECROW 1.0	S K AE R K R OW
SCARED 1.0	S K EH R D
SCARES 1.0	S K EH R Z
SCARF 1.0	S K AA R F
SCARFACE 1.0	S K AA R F EY S
SCARIER 1.0	S K EH R IY ER
SCARIEST 1.0	S K EH R IY AH S T
SCARING 1.0	S K EH R IH NG
SCARLET 1.0	S K AA R L AH T
SCARLETT 1.0	S K AA R L IH T
SCARRED 1.0	S K AA R D
SCARRING 1.0	S K AA R IH NG
SCARS 1.0	S K AA R Z
SCARSDALE 1.0	S K AA R Z D EY L
SCARVES 1.0	S K AA R V Z
SCARY 1.0	S K EH R IY
SCAT 1.0	S K AE T
SCATHING 1.0	S K EY DH IH NG
SCATTER 1.0	S K AE T ER
SCATTERED 1.0	S K AE T ER D
SCATTERGORIES 1.0	S K AE T ER G AO R IY Z
SCATTERING 1.0	S K AE T ER IH NG
SCAVENGE 1.0	S K AE V AH N JH
SCAVENGER 1.0	S K AE V AH N JH ER
SCAVENGERS 1.0	S K AE V AH N JH ER Z
SCAVENGING 1.0	S K AE V AH N JH IH NG
SCENARIO 1.0	S IH N EH R IY OW
SCENARIOS 1.0	S IH N EH R IY OW Z
SCENE 1.0	S IY N
SCENERY 1.0	S IY N ER IY
SCENES 1.0	S IY N Z
SCENIC 1.0	S IY N IH K
SCENT 1.0	S EH N T
SCENTED 1.0	S EH N T IH D
SCENTS 1.0	S EH N T S
SCEPTRE 1.0	S EH P T ER
SCEPTRE 1.0	S K EH P T ER
SCHAEFER 1.0	SH EY F ER
SCHAFER 1.0	SH EY F ER
SCHAFFER 1.0	SH EY F ER
SCHEDULE 1.0	S K EH JH UH L
SCHEDULE 1.0	S K EH JH UW L
SCHEDULED 1.0	S K EH JH UH L D
SCHEDULED 1.0	S K EH JH UW L D
SCHEDULER 1.0	S K EH JH UH L ER
SCHEDULER 1.0	S K EH JH UW L ER
SCHEDULERS 1.0	S K EH JH UH L ER Z
SCHEDULERS 1.0	S K EH JH UW L ER Z
SCHEDULES 1.0	S K EH JH UH L Z
SCHEDULES 1.0	S K EH JH UW L Z
SCHEDULING 1.0	S K EH JH UH L IH NG
SCHEDULING 1.0	S K EH JH UW L IH NG
SCHEMATA 1.0	S K IH M AE T AH
SCHEMATIC 1.0	S K IH M AE T IH K
SCHEME 1.0	S K IY M
SCHEMES 1.0	S K IY M Z
SCHEMING 1.0	S K IY M IH NG
SCHENECTADY 1.0	S K AH N EH K T AH D IY
SCHICK 1.0	SH IH K
SCHILLER 1.0	SH IH L ER
SCHILLING 1.0	SH IH L IH NG
SCHILLINGS 1.0	SH IH L IH NG Z
SCHISM 1.0	S K IH Z AH M
SCHIZOPHRENIA 1.0	S K IH T S AH F R IY N IY AH
SCHIZOPHRENIC 1.0	SH IH Z AH F R EH N IH K
SCHLESINGER 1.0	SH L EH S IH N JH ER
SCHLITZ 1.0	SH L IH T S
SCHLOCK 1.0	SH L AA K
SCHLOSS 1.0	SH L AO S
SCHLUMBERGER 1.0	SH L AH M B ER G ER
SCHLUMBERGER 1.0	SH L AH M B ER ZH EY
SCHMIDT 1.0	SH M IH T
SCHMITT 1.0	SH M IH T
SCHMOOZE 1.0	SH M UW Z
SCHMOOZING 1.0	SH M UW Z IH NG
SCHMUCK 1.0	SH M AH K
SCHNAPPS 1.0	SH N AE P S
SCHNAUZER 1.0	SH N AW Z ER
SCHNEIDER 1.0	SH N AY D ER
SCHOENBERG 1.0	SH OW N B ER G
SCHOLAR 1.0	S K AA L ER
SCHOLARLY 1.0	S K AA L ER L IY
SCHOLARS 1.0	S K AA L ER Z
SCHOLARSHIP 1.0	S K AA L ER SH IH P
SCHOLARSHIPS 1.0	S K AA L ER SH IH P S
SCHOLASTIC 1.0	S K AH L AE S T IH K
SCHOOL 1.0	S K UW L
SCHOOL'S 1.0	S K UW L Z
SCHOOLBOOKS 1.0	S K UW L B UH K S
SCHOOLBOY 1.0	S K UW L B OY
SCHOOLBOYS 1.0	S K UW L B OY Z
SCHOOLCHILDREN 1.0	S K UW L CH IH L D R AH N
SCHOOLED 1.0	S K UW L D
SCHOOLER 1.0	S K UW L ER
SCHOOLERS 1.0	S K UW L ER Z
SCHOOLHOUSE 1.0	S K UW L HH AW S
SCHOOLING 1.0	S K UW L IH NG
SCHOOLMASTER 1.0	S K UW L M AE S T ER
SCHOOLMATES 1.0	S K UW L M EY T S
SCHOOLROOM 1.0	S K UW L R UW M
SCHOOLS 1.0	S K UW L Z
SCHOOLTEACHER 1.0	S K UW L T IY CH ER
SCHOOLTEACHERS 1.0	S K UW L T IY CH ER Z
SCHOOLWORK 1.0	S K UW L W ER K
SCHOOLYARD 1.0	S K UW L Y AA R D
SCHOONER 1.0	S K UW N ER
SCHOTT 1.0	SH AA T
SCHRADER 1.0	SH R EY D ER
SCHROEDER 1.0	SH R OW D ER
SCHROEDER'S 1.0	SH R OW D ER Z
SCHUBERT 1.0	SH UW B ER T
SCHULTZ 1.0	SH UH L T S
SCHULZ 1.0	SH UH L T S
SCHUMACHER 1.0	SH UW M AA K ER
SCHUMAN 1.0	SH UW M AH N
SCHUMANN 1.0	SH UW M AH N
SCHUSTER 1.0	SH UW S T ER
SCHUTZ 1.0	SH AH T S
SCHUYLER 1.0	S K AY L ER
SCHUYLKILL 1.0	S K Y UW L K IH L
SCHWAB 1.0	SH W AA B
SCHWARTZ 1.0	SH W AO R T S
SCHWARZENEGGER 1.0	SH W AO R Z AH N EY G ER
SCHWARZENEGGER'S 1.0	SH W AO R Z AH N EY G ER Z
SCHWARZKOPF 1.0	SH W AO R T S K AO F
SCHWARZKOPF 1.0	SH W AO R T S K AO P F
SCHWEITZER 1.0	SH W AY T S ER
SCHWEPPES 1.0	SH W EH P S
SCHWINN 1.0	SH W IH N
SCI 1.0	EH S S IY AY
SCI 1.0	S IY
SCIENCE 1.0	S AY AH N S
SCIENCE'S 1.0	S AY AH N S IH Z
SCIENCES 1.0	S AY AH N S AH Z
SCIENCES 1.0	S AY AH N S IH Z
SCIENTIFIC 1.0	S AY AH N T IH F IH K
SCIENTIFICALLY 1.0	S AY AH N T IH F IH K AH L IY
SCIENTIFICALLY 1.0	S AY AH N T IH F IH K L IY
SCIENTIST 1.0	S AY AH N T IH S T
SCIENTIST'S 1.0	S AY AH N T IH S T S
SCIENTISTS 1.0	S AY AH N T IH S
SCIENTISTS 1.0	S AY AH N T IH S T S
SCIENTISTS 1.0	S AY N T IH S
SCIENTISTS 1.0	S AY N T IH S T S
SCIENTOLOGIST 1.0	S AY AH N T AA L AH JH AH S T
SCIENTOLOGISTS 1.0	S AY AH N T AA L AH JH AH S T S
SCIENTOLOGY 1.0	S AY AH N T AA L AH JH IY
SCION 1.0	S AY AH N
SCISSOR 1.0	S IH Z ER
SCISSORS 1.0	S IH Z ER Z
SCLEROSIS 1.0	S K L ER OW S AH S
SCOFF 1.0	S K AO F
SCOFFED 1.0	S K AO F T
SCOFFS 1.0	S K AO F S
SCOLD 1.0	S K OW L D
SCOLDED 1.0	S K OW L D AH D
SCOLDED 1.0	S K OW L D IH D
SCOLDING 1.0	S K OW L D IH NG
SCOLDS 1.0	S K OW L D Z
SCONE 1.0	S K OW N
SCONES 1.0	S K OW N Z
SCOOBY 1.0	S K UW B IY
SCOOP 1.0	S K UW P
SCOOPED 1.0	S K UW P T
SCOOPER 1.0	S K UW P ER
SCOOPING 1.0	S K UW P IH NG
SCOOPS 1.0	S K UW P S
SCOOT 1.0	S K UW T
SCOOTER 1.0	S K UW T ER
SCOOTERS 1.0	S K UW T ER Z
SCOOTS 1.0	S K UW T S
SCOPE 1.0	S K OW P
SCOPES 1.0	S K OW P S
SCOPING 1.0	S K OW P IH NG
SCORCH 1.0	S K AO R CH
SCORCHED 1.0	S K AO R CH T
SCORCHER 1.0	S K AO R CH ER
SCORCHING 1.0	S K AO R CH IH NG
SCORE 1.0	S K AO R
SCOREBOARD 1.0	S K AO R B AO R D
SCORECARD 1.0	S K AO R K AA R D
SCORECARDS 1.0	S K AO R K AA R D Z
SCORED 1.0	S K AO R D
SCOREKEEPING 1.0	S K AO R K IY P IH NG
SCORER 1.0	S K AO R ER
SCORERS 1.0	S K AO R ER Z
SCORES 1.0	S K AO R Z
SCORING 1.0	S K AO R IH NG
SCORN 1.0	S K AO R N
SCORNED 1.0	S K AO R N D
SCORNFUL 1.0	S K AO R N F AH L
SCORPIO 1.0	S K AO R P IY OW
SCORPION 1.0	S K AO R P IY AH N
SCORPIONS 1.0	S K AO R P IY AH N Z
SCORSESE 1.0	S K AO R S EY Z IY
SCORSESE 1.0	S K AO R S IY Z
SCORSESE'S 1.0	S K AO R S EY Z IY Z
SCORSESE'S 1.0	S K AO R S IY Z IH Z
SCOT 1.0	S K AA T
SCOTCH 1.0	S K AA CH
SCOTIA 1.0	S K OW SH AH
SCOTLAND 1.0	S K AA T L AH N D
SCOTS 1.0	S K AA T S
SCOTSMAN 1.0	S K AA T S M AH N
SCOTT 1.0	S K AA T
SCOTT'S 1.0	S K AA T S
SCOTTIE 1.0	S K AA T IY
SCOTTISH 1.0	S K AA T IH SH
SCOTTS 1.0	S K AA T S
SCOTTSDALE 1.0	S K AA T S D EY L
SCOTTY 1.0	S K AA T IY
SCOUNDREL 1.0	S K AW N D R AH L
SCOUNDRELS 1.0	S K AW N D R AH L Z
SCOUR 1.0	S K AW ER
SCOUR 1.0	S K AW R
SCOURED 1.0	S K AW ER D
SCOURGE 1.0	S K ER JH
SCOURING 1.0	S K AW ER IH NG
SCOUT 1.0	S K AW T
SCOUTED 1.0	S K AW T AH D
SCOUTING 1.0	S K AW T IH NG
SCOUTMASTER 1.0	S K AW T M AE S T ER
SCOUTS 1.0	S K AW T S
SCOWL 1.0	S K AW L
SCOWLED 1.0	S K AW L D
SCOWLING 1.0	S K AW L IH NG
SCRABBLE 1.0	S K R AE B AH L
SCRAMBLE 1.0	S K R AE M B AH L
SCRAMBLED 1.0	S K R AE M B AH L D
SCRAMBLES 1.0	S K R AE M B AH L Z
SCRAMBLING 1.0	S K R AE M B AH L IH NG
SCRAMBLING 1.0	S K R AE M B L IH NG
SCRANTON 1.0	S K R AE N T AH N
SCRAP 1.0	S K R AE P
SCRAPBOOK 1.0	S K R AE P B UH K
SCRAPBOOKS 1.0	S K R AE P B UH K S
SCRAPE 1.0	S K R EY P
SCRAPED 1.0	S K R EY P T
SCRAPER 1.0	S K R EY P ER
SCRAPES 1.0	S K R EY P S
SCRAPING 1.0	S K R EY P IH NG
SCRAPINGS 1.0	S K R EY P IH NG Z
SCRAPPED 1.0	S K R AE P T
SCRAPPING 1.0	S K R AE P IH NG
SCRAPPY 1.0	S K R AE P IY
SCRAPS 1.0	S K R AE P S
SCRATCH 1.0	S K R AE CH
SCRATCHED 1.0	S K R AE CH T
SCRATCHES 1.0	S K R AE CH AH Z
SCRATCHES 1.0	S K R AE CH IH Z
SCRATCHING 1.0	S K R AE CH IH NG
SCRATCHY 1.0	S K R AE CH IY
SCRAWL 1.0	S K R AO L
SCRAWLED 1.0	S K R AO L D
SCRAWNY 1.0	S K R AO N IY
SCREAM 1.0	S K R IY M
SCREAMED 1.0	S K R IY M D
SCREAMER 1.0	S K R IY M ER
SCREAMING 1.0	S K R IY M IH NG
SCREAMS 1.0	S K R IY M Z
SCREECH 1.0	S K R IY CH
SCREECHED 1.0	S K R IY CH T
SCREECHES 1.0	S K R IY CH IH Z
SCREECHING 1.0	S K R IY CH IH NG
SCREED 1.0	S K R IY D
SCREEN 1.0	S K R IY N
SCREENED 1.0	S K R IY N D
SCREENER 1.0	S K R IY N ER
SCREENERS 1.0	S K R IY N ER Z
SCREENING 1.0	S K R IY N IH NG
SCREENINGS 1.0	S K R IY N IH NG Z
SCREENPLAY 1.0	S K R IY N P L EY
SCREENPLAYS 1.0	S K R IY N P L EY Z
SCREENS 1.0	S K R IY N Z
SCREENWRITER 1.0	S K R IY N R AY T ER
SCREENWRITERS 1.0	S K R IY N R AY T ER Z
SCREENWRITING 1.0	S K R IY N R AY T IH NG
SCREW 1.0	S K R UW
SCREWBALL 1.0	S K R UW B AO L
SCREWDRIVER 1.0	S K R UW D R AY V ER
SCREWDRIVERS 1.0	S K R UW D R AY V ER Z
SCREWED 1.0	S K R UW D
SCREWING 1.0	S K R UW IH NG
SCREWS 1.0	S K R UW Z
SCREWY 1.0	S K R UW IY
SCRIBBLE 1.0	S K R IH B AH L
SCRIBBLED 1.0	S K R IH B AH L D
SCRIBBLES 1.0	S K R IH B AH L Z
SCRIBBLING 1.0	S K R IH B AH L IH NG
SCRIBBLING 1.0	S K R IH B L IH NG
SCRIBE 1.0	S K R AY B
SCRIBES 1.0	S K R AY B Z
SCRIMMAGE 1.0	S K R IH M IH JH
SCRIMP 1.0	S K R IH M P
SCRIMPING 1.0	S K R IH M P IH NG
SCRIP 1.0	S K R IH P
SCRIPPS 1.0	S K R IH P S
SCRIPT 1.0	S K R IH P T
SCRIPTED 1.0	S K R IH P T IH D
SCRIPTS 1.0	S K R IH P S
SCRIPTS 1.0	S K R IH P T S
SCRIPTURAL 1.0	S K R IH P CH ER AH L
SCRIPTURE 1.0	S K R IH P CH ER
SCRIPTURES 1.0	S K R IH P CH ER Z
SCRIPTWRITER 1.0	S K R IH P T R AY T ER
SCRIPTWRITERS 1.0	S K R IH P T R AY T ER Z
SCROLL 1.0	S K R OW L
SCROLLS 1.0	S K R OW L Z
SCROOGE 1.0	S K R UW JH
SCROUNGE 1.0	S K R AW N JH
SCROUNGING 1.0	S K R AW N JH IH NG
SCRUB 1.0	S K R AH B
SCRUBBED 1.0	S K R AH B D
SCRUBBER 1.0	S K R AH B ER
SCRUBBERS 1.0	S K R AH B ER Z
SCRUBBING 1.0	S K R AH B IH NG
SCRUFFY 1.0	S K R AH F IY
SCRUGGS 1.0	S K R AH G Z
SCRUNCH 1.0	S K R AH N CH
SCRUNCHED 1.0	S K R AH N CH T
SCRUPLES 1.0	S K R UW P AH L Z
SCRUPULOUS 1.0	S K R UW P Y AH L AH S
SCRUPULOUSLY 1.0	S K R UW P Y AH L AH S L IY
SCRUTINIZE 1.0	S K R UW T AH N AY Z
SCRUTINIZED 1.0	S K R UW T AH N AY Z D
SCRUTINIZING 1.0	S K R UW T AH N AY Z IH NG
SCRUTINY 1.0	S K R UW T AH N IY
SCUBA 1.0	S K UW B AH
SCUD 1.0	S K AH D
SCUDDER 1.0	S K AH D ER
SCUDS 1.0	S K AH D Z
SCUFF 1.0	S K AH F
SCUFFED 1.0	S K AH F T
SCUFFLE 1.0	S K AH F AH L
SCUFFLED 1.0	S K AH F AH L D
SCUFFLES 1.0	S K AH F AH L Z
SCUFFLING 1.0	S K AH F AH L IH NG
SCULLY 1.0	S K AH L IY
SCULPT 1.0	S K AH L P T
SCULPTED 1.0	S K AH L P T IH D
SCULPTING 1.0	S K AH L P T IH NG
SCULPTOR 1.0	S K AH L P T ER
SCULPTORS 1.0	S K AH L P T ER Z
SCULPTURAL 1.0	S K AH L P CH ER AH L
SCULPTURE 1.0	S K AH L P CH ER
SCULPTURED 1.0	S K AH L P CH ER D
SCULPTURES 1.0	S K AH L P CH ER Z
SCULPTURING 1.0	S K AH L P CH ER IH NG
SCULPTURING 1.0	S K AH L P T ER IH NG
SCUM 1.0	S K AH M
SCURRIED 1.0	S K ER IY D
SCURRILOUS 1.0	S K ER AH L AH S
SCURRY 1.0	S K ER IY
SCURRYING 1.0	S K ER IY IH NG
SCUTTLE 1.0	S K AH T AH L
SCUTTLED 1.0	S K AH T AH L D
SCUTTLING 1.0	S K AH T AH L IH NG
SCUTTLING 1.0	S K AH T L IH NG
SCYTHE 1.0	S AY TH
SCYTHE 1.0	S IH TH
SE 1.0	EH S IY
SE 1.0	S AW TH IY S T
SE 1.0	S EY
SEA 1.0	S IY
SEA'S 1.0	S IY Z
SEABED 1.0	S IY B EH D
SEABOARD 1.0	S IY B AO R D
SEABROOK 1.0	S IY B R UH K
SEACOAST 1.0	S IY K OW S T
SEAFARERS 1.0	S IY F EH R ER Z
SEAFOOD 1.0	S IY F UW D
SEAGAL 1.0	S IH G AA L
SEAGATE 1.0	S IY G EY T
SEAGRAM 1.0	S IY G R AH M
SEAGULL 1.0	S IY G AH L
SEAGULLS 1.0	S IY G AH L Z
SEAHAWKS 1.0	S IY HH AO K S
SEAL 1.0	S IY L
SEALANT 1.0	S IY L AH N T
SEALED 1.0	S IY L D
SEALER 1.0	S IY L ER
SEALING 1.0	S IY L IH NG
SEALS 1.0	S IY L Z
SEAM 1.0	S IY M
SEAMAN 1.0	S IY M AH N
SEAMEN 1.0	S IY M AH N
SEAMLESS 1.0	S IY M L AH S
SEAMLESSLY 1.0	S IY M L AH S L IY
SEAMS 1.0	S IY M Z
SEAMSTRESS 1.0	S IY M S T R IH S
SEAMUS 1.0	SH EY M AH S
SEAMY 1.0	S IY M IY
SEAN 1.0	SH AO N
SEAN'S 1.0	SH AO N Z
SEANCE 1.0	S EY AA N S
SEAPORT 1.0	S IY P AO R T
SEAPORTS 1.0	S IY P AO R T S
SEAR 1.0	S IH R
SEARCH 1.0	S ER CH
SEARCHED 1.0	S ER CH T
SEARCHER 1.0	S ER CH ER
SEARCHERS 1.0	S ER CH ER Z
SEARCHES 1.0	S ER CH IH Z
SEARCHING 1.0	S ER CH IH NG
SEARCHLIGHT 1.0	S ER CH L AY T
SEARED 1.0	S IH R D
SEARING 1.0	S IH R IH NG
SEARS 1.0	S IH R Z
SEAS 1.0	S IY Z
SEASHELLS 1.0	S IY SH EH L Z
SEASHORE 1.0	S IY SH AO R
SEASICK 1.0	S IY S IH K
SEASIDE 1.0	S IY S AY D
SEASON 1.0	S IY Z AH N
SEASON'S 1.0	S IY Z AH N Z
SEASONAL 1.0	S IY Z AH N AH L
SEASONALITY 1.0	S IY Z AH N AE L IH T IY
SEASONALLY 1.0	S IY Z AH N AH L IY
SEASONALLY 1.0	S IY Z N AH L IY
SEASONED 1.0	S IY Z AH N D
SEASONING 1.0	S IY Z AH N IH NG
SEASONINGS 1.0	S IY Z AH N IH NG Z
SEASONS 1.0	S IY Z AH N Z
SEAT 1.0	S IY T
SEATBELT 1.0	S IY T B EH L T
SEATBELTS 1.0	S IY T B EH L T S
SEATED 1.0	S IY T AH D
SEATED 1.0	S IY T IH D
SEATER 1.0	S IY T ER
SEATING 1.0	S IY T IH NG
SEATINGS 1.0	S IY T IH NG Z
SEATON 1.0	S IY T AH N
SEATS 1.0	S IY T S
SEATTLE 1.0	S IY AE T AH L
SEATTLE'S 1.0	S IY AE T AH L Z
SEAWARD 1.0	S IY W ER D
SEAWATER 1.0	S IY W AA T ER
SEAWATER 1.0	S IY W AO T ER
SEAWEED 1.0	S IY W IY D
SEAWEEDS 1.0	S IY W IY D Z
SEBASTIAN 1.0	S AH B AE S CH AH N
SEC 1.0	S EH K
SECAUCUS 1.0	S IH K AO K AH S
SECEDE 1.0	S IH S IY D
SECEDED 1.0	S IH S IY D IH D
SECESSION 1.0	S IH S EH SH AH N
SECESSIONIST 1.0	S IH S EH SH AH N IH S T
SECESSIONISTS 1.0	S IH S EH SH AH N IH S T S
SECLUDE 1.0	S AH K L UW D
SECLUDED 1.0	S IH K L UW D IH D
SECLUSION 1.0	S IH K L UW ZH AH N
SECOND 1.0	S EH K AH N
SECOND 1.0	S EH K AH N D
SECOND'S 1.0	S EH K AH N D Z
SECONDARIES 1.0	S EH K AH N D EH R IY Z
SECONDARILY 1.0	S EH K AH N D EH R AH L IY
SECONDARY 1.0	S EH K AH N D EH R IY
SECONDED 1.0	S EH K AH N AH D
SECONDED 1.0	S EH K AH N D IH D
SECONDHAND 1.0	S EH K AH N D HH AE N D
SECONDHAND 1.0	S EH K AH N HH AE N D
SECONDLY 1.0	S EH K AH N D L IY
SECONDLY 1.0	S EH K AH N L IY
SECONDS 1.0	S EH K AH N D Z
SECONDS 1.0	S EH K AH N Z
SECRECY 1.0	S IY K R AH S IY
SECRET 1.0	S IY K R AH T
SECRET 1.0	S IY K R IH T
SECRETARIAL 1.0	S EH K R AH T EH R IY AH L
SECRETARIAT 1.0	S EH K R IH T EH R IY AH T
SECRETARIES 1.0	S EH K R AH T EH R IY Z
SECRETARY 1.0	S EH K R AH T EH R IY
SECRETARY'S 1.0	S EH K R AH T EH R IY Z
SECRETE 1.0	S IH K R IY T
SECRETED 1.0	S AH K R IY T AH D
SECRETION 1.0	S AH K R IY SH AH N
SECRETIONS 1.0	S AH K R IY SH AH N Z
SECRETIVE 1.0	S IY K R AH T IH V
SECRETLY 1.0	S IY K R IH T L IY
SECRETS 1.0	S IY K R AH T S
SECRETS 1.0	S IY K R IH T S
SECT 1.0	S EH K T
SECTARIAN 1.0	S EH K T EH R IY AH N
SECTARIANISM 1.0	S EH K T EH R IY AH N IH Z AH M
SECTION 1.0	S EH K SH AH N
SECTION'S 1.0	S EH K SH AH N Z
SECTIONAL 1.0	S EH K SH AH N AH L
SECTIONED 1.0	S EH K SH AH N D
SECTIONING 1.0	S EH K SH AH N IH NG
SECTIONS 1.0	S EH K SH AH N Z
SECTOR 1.0	S EH K T ER
SECTOR'S 1.0	S EH K T ER Z
SECTORAL 1.0	S EH K T ER AH L
SECTORS 1.0	S EH K T ER Z
SECTS 1.0	S EH K T S
SECULAR 1.0	S EH K Y AH L ER
SECULARISM 1.0	S EH K Y AH L ER IH Z AH M
SECULARIST 1.0	S EH K Y AH L ER IH S T
SECULARISTS 1.0	S EH K Y AH L ER IH S T S
SECURE 1.0	S IH K Y UH R
SECURED 1.0	S IH K Y UH R D
SECURELY 1.0	S IH K Y UH R L IY
SECURES 1.0	S IH K Y UH R Z
SECURING 1.0	S IH K Y UH R IH NG
SECURITIES 1.0	S IH K Y UH R AH T IY Z
SECURITY 1.0	S IH K Y UH R AH T IY
SECURITY'S 1.0	S IH K Y UH R AH T IY Z
SEDAN 1.0	S AH D AE N
SEDANS 1.0	S IH D AE N Z
SEDATE 1.0	S IH D EY T
SEDATED 1.0	S IH D EY T IH D
SEDATION 1.0	S AH D EY SH AH N
SEDATIVE 1.0	S EH D AH T IH V
SEDENTARY 1.0	S EH D AH N T EH R IY
SEDER 1.0	S EY D ER
SEDGWICK 1.0	S EH JH W IH K
SEDIMENT 1.0	S EH D AH M AH N T
SEDIMENTARY 1.0	S EH D AH M EH N T ER IY
SEDIMENTATION 1.0	S EH D AH M AH N T EY SH AH N
SEDIMENTS 1.0	S EH D AH M AH N T S
SEDITION 1.0	S IH D IH SH AH N
SEDITIOUS 1.0	S IH D IH SH AH S
SEDONA 1.0	S AH D OW N AH
SEDUCE 1.0	S IH D UW S
SEDUCED 1.0	S IH D UW S T
SEDUCING 1.0	S IH D UW S IH NG
SEDUCTION 1.0	S IH D AH K SH AH N
SEDUCTIVE 1.0	S IH D AH K T IH V
SEDUCTIVELY 1.0	S AH D AH K T IH V L IY
SEE 1.0	S IY
SEED 1.0	S IY D
SEEDED 1.0	S IY D AH D
SEEDED 1.0	S IY D IH D
SEEDING 1.0	S IY D IH NG
SEEDLING 1.0	S IY D L IH NG
SEEDLINGS 1.0	S IY D L IH NG Z
SEEDS 1.0	S IY D Z
SEEDY 1.0	S IY D IY
SEEING 1.0	S IY IH NG
SEEK 1.0	S IY K
SEEKER 1.0	S IY K ER
SEEKERS 1.0	S IY K ER Z
SEEKING 1.0	S IY K IH NG
SEEKONK 1.0	S IY K AA NG K
SEEKS 1.0	S IY K S
SEEM 1.0	S IY M
SEEMED 1.0	S IY M D
SEEMING 1.0	S IY M IH NG
SEEMINGLY 1.0	S IY M IH NG L IY
SEEMS 1.0	S IY M Z
SEEN 1.0	S IY N
SEEP 1.0	S IY P
SEEPAGE 1.0	S IY P IH JH
SEEPED 1.0	S IY P T
SEEPING 1.0	S IY P IH NG
SEEPS 1.0	S IY P S
SEER 1.0	S IY R
SEERS 1.0	S IY R Z
SEES 1.0	S IY Z
SEESAW 1.0	S IY S AO
SEETHING 1.0	S IY TH IH NG
SEGA 1.0	S EY G AH
SEGA 1.0	S IY G AH
SEGAL 1.0	S IY G AH L
SEGMENT 1.0	S EH G M AH N T
SEGMENT 1.0	S EH G M EH N T
SEGMENTATION 1.0	S EH G M AH N T EY SH AH N
SEGMENTED 1.0	S EH G M EH N IH D
SEGMENTED 1.0	S EH G M EH N T IH D
SEGMENTS 1.0	S EH G M AH N T S
SEGMENTS 1.0	S EH G M EH N T S
SEGOVIA 1.0	S EH G OW V IY AH
SEGREGATE 1.0	S EH G R AH G EY T
SEGREGATED 1.0	S EH G R AH G EY T IH D
SEGREGATING 1.0	S EH G R IH G EY T IH NG
SEGREGATION 1.0	S EH G R AH G EY SH AH N
SEGREGATIONIST 1.0	S EH G R AH G EY SH AH N IH S T
SEGUE 1.0	S EH G
SEGUE 1.0	S EH G W EY
SEGUNDO 1.0	S EH G UH N D OW
SEIKO 1.0	S EY K OW
SEINE 1.0	S EY N IY
SEINFELD 1.0	S AY N F EH L D
SEISMIC 1.0	S AY Z M IH K
SEISMOLOGICAL 1.0	S AY Z M AH L AO JH AH K AH L
SEISMOLOGISTS 1.0	S AY Z M AA L AH JH AH S T S
SEISMOLOGY 1.0	S AY Z M AA L AH JH IY
SEIZE 1.0	S IY Z
SEIZED 1.0	S IY Z D
SEIZES 1.0	S IY Z IH Z
SEIZING 1.0	S IY Z IH NG
SEIZURE 1.0	S IY ZH ER
SEIZURES 1.0	S IY ZH ER Z
SELA 1.0	S EH L AH
SELASSIE 1.0	S AH L AE S IY
SELBY 1.0	S EH L B IY
SELDOM 1.0	S EH L D AH M
SELECT 1.0	S AH L EH K T
SELECTED 1.0	S AH L EH K T AH D
SELECTED 1.0	S AH L EH K T IH D
SELECTING 1.0	S AH L EH K T IH NG
SELECTION 1.0	S AH L EH K SH AH N
SELECTIONS 1.0	S AH L EH K SH AH N Z
SELECTIVE 1.0	S AH L EH K T IH V
SELECTIVELY 1.0	S AH L EH K T IH V L IY
SELECTIVITY 1.0	S IH L EH K T IH V AH T IY
SELECTS 1.0	S AH L EH K T S
SELENA 1.0	S AH L IY N AH
SELENIUM 1.0	S AH L IY N IY AH M
SELF 1.0	S EH L F
SELFISH 1.0	S EH L F IH SH
SELFISHNESS 1.0	S EH L F IH SH N AH S
SELFLESS 1.0	S EH L F L AH S
SELFLESSNESS 1.0	S EH L F L AH S N IH S
SELINA 1.0	S AH L IY N AH
SELKIRK 1.0	S EH L K ER K
SELL 1.0	S EH L
SELLARS 1.0	S EH L ER Z
SELLER 1.0	S EH L ER
SELLER'S 1.0	S EH L ER Z
SELLERS 1.0	S EH L ER Z
SELLING 1.0	S EH L IH NG
SELLOFF 1.0	S EH L AO F
SELLOUT 1.0	S EH L AW T
SELLOUTS 1.0	S EH L AW T S
SELLS 1.0	S EH L Z
SELMA 1.0	S EH L M AH
SELTZER 1.0	S EH L T S ER
